UTC,ISO8601,Hour,Open,Highest,Lowest,Closing,Volume
1548543600000,2019-01-26T18:00:00,18,3574.41,3575.0,3562.11,3565.25,414.626581
1548547200000,2019-01-26T19:00:00,19,3565.62,3574.51,3539.16,3570.0,1131.712098
1548550800000,2019-01-26T20:00:00,20,3570.0,3573.95,3558.88,3568.84,645.6351400000001
1548554400000,2019-01-26T21:00:00,21,3569.18,3579.0,3568.79,3577.44,498.244039
1548558000000,2019-01-26T22:00:00,22,3577.44,3578.92,3570.04,3578.46,381.36488199999997
1548561600000,2019-01-26T23:00:00,23,3578.46,3578.92,3562.58,3565.08,697.413779
1548565200000,2019-01-27T00:00:00,0,3565.45,3566.24,3557.65,3561.25,471.30173499999995
1548568800000,2019-01-27T01:00:00,1,3561.13,3567.17,3560.22,3562.08,441.599272
1548572400000,2019-01-27T02:00:00,2,3563.6,3566.49,3554.18,3562.01,544.2751089999999
1548576000000,2019-01-27T03:00:00,3,3562.77,3570.86,3562.0,3566.31,699.988999
1548579600000,2019-01-27T04:00:00,4,3566.29,3566.52,3544.3,3552.34,1053.436687
1548583200000,2019-01-27T05:00:00,5,3552.34,3556.46,3537.88,3541.99,1397.54555
1548586800000,2019-01-27T06:00:00,6,3541.99,3552.0,3526.41,3546.73,1602.0322210000002
1548590400000,2019-01-27T07:00:00,7,3546.17,3551.76,3539.74,3544.68,826.282289
1548594000000,2019-01-27T08:00:00,8,3545.22,3547.77,3532.0,3543.56,1302.245521
1548597600000,2019-01-27T09:00:00,9,3543.52,3562.25,3486.0,3557.1,4505.202361
1548601200000,2019-01-27T10:00:00,10,3557.1,3568.0,3548.47,3556.53,1311.8131039999998
1548604800000,2019-01-27T11:00:00,11,3557.31,3565.01,3554.89,3562.59,693.792649
1548608400000,2019-01-27T12:00:00,12,3562.59,3574.57,3543.07,3563.49,1261.069046
1548612000000,2019-01-27T13:00:00,13,3564.28,3564.5,3555.8,3557.13,786.083483
1548615600000,2019-01-27T14:00:00,14,3557.13,3564.9,3557.1,3564.29,398.369745
1548619200000,2019-01-27T15:00:00,15,3563.69,3571.09,3563.49,3568.68,462.199046
1548622800000,2019-01-27T16:00:00,16,3568.59,3569.33,3556.0,3558.71,617.804483
1548626400000,2019-01-27T17:00:00,17,3559.44,3562.91,3552.72,3560.72,493.09615999999994
1548630000000,2019-01-27T18:00:00,18,3560.72,3562.6,3546.03,3550.84,513.0907639999999
1548633600000,2019-01-27T19:00:00,19,3550.05,3557.75,3540.01,3548.12,796.71727
1548637200000,2019-01-27T20:00:00,20,3548.99,3554.98,3521.08,3523.78,1013.40363
1548640800000,2019-01-27T21:00:00,21,3524.74,3536.42,3510.0,3517.05,1501.513846
1548644400000,2019-01-27T22:00:00,22,3517.06,3521.83,3477.47,3481.64,3176.711275
1548648000000,2019-01-27T23:00:00,23,3481.65,3499.51,3462.61,3479.01,2090.475046
1548651600000,2019-01-28T00:00:00,0,3479.01,3480.57,3435.0,3438.22,3058.9119969999997
1548655200000,2019-01-28T01:00:00,1,3438.86,3460.64,3405.0,3451.3,3713.581071
1548658800000,2019-01-28T02:00:00,2,3452.23,3471.58,3449.07,3454.4,1551.825996
1548662400000,2019-01-28T03:00:00,3,3453.72,3454.34,3426.0,3431.93,1307.20905
1548666000000,2019-01-28T04:00:00,4,3430.88,3453.0,3430.86,3452.5,1245.523318
1548669600000,2019-01-28T05:00:00,5,3452.1,3452.88,3435.15,3435.46,913.326992
1548673200000,2019-01-28T06:00:00,6,3436.43,3442.3,3410.02,3427.57,1398.3711560000002
1548676800000,2019-01-28T07:00:00,7,3427.59,3434.82,3416.98,3421.15,1750.130704
1548680400000,2019-01-28T08:00:00,8,3421.0,3434.0,3416.28,3427.92,1240.335649
1548684000000,2019-01-28T09:00:00,9,3427.67,3428.69,3418.0,3426.0,1259.0211
1548687600000,2019-01-28T10:00:00,10,3426.5,3435.7,3380.27,3420.06,5921.65055
1548691200000,2019-01-28T11:00:00,11,3420.5,3435.7,3408.9,3411.05,2338.30751
1548694800000,2019-01-28T12:00:00,12,3410.95,3423.8,3408.82,3418.64,1174.438729
1548698400000,2019-01-28T13:00:00,13,3419.75,3430.0,3418.25,3424.01,1038.297066
1548702000000,2019-01-28T14:00:00,14,3424.03,3426.93,3414.28,3424.39,704.0962400000001
1548705600000,2019-01-28T15:00:00,15,3424.41,3434.0,3420.07,3428.0,859.39224
1548709200000,2019-01-28T16:00:00,16,3427.43,3433.3,3420.97,3423.01,677.474282
1548712800000,2019-01-28T17:00:00,17,3423.03,3439.67,3422.87,3435.07,703.957717
1548716400000,2019-01-28T18:00:00,18,3437.31,3445.99,3433.01,3434.15,970.438967
1548720000000,2019-01-28T19:00:00,19,3434.0,3443.45,3433.0,3436.54,885.102362
1548723600000,2019-01-28T20:00:00,20,3436.24,3436.54,3416.04,3420.37,954.649727
1548727200000,2019-01-28T21:00:00,21,3419.68,3425.86,3417.42,3421.9,553.745862
1548730800000,2019-01-28T22:00:00,22,3420.51,3423.39,3402.83,3406.18,1240.1093529999998
1548734400000,2019-01-28T23:00:00,23,3406.27,3414.68,3400.0,3402.64,951.7725869999999
1548738000000,2019-01-29T00:00:00,0,3402.66,3406.83,3371.0,3385.42,2313.975431
1548741600000,2019-01-29T01:00:00,1,3385.12,3400.0,3370.83,3386.96,1874.9670079999999
1548745200000,2019-01-29T02:00:00,2,3386.94,3386.97,3349.92,3366.41,2409.590608
1548748800000,2019-01-29T03:00:00,3,3366.63,3394.93,3364.5,3383.17,1945.7039109999998
1548752400000,2019-01-29T04:00:00,4,3383.01,3403.23,3380.0,3394.97,1456.872483
1548756000000,2019-01-29T05:00:00,5,3394.95,3394.95,3383.41,3392.6,924.710323
1548759600000,2019-01-29T06:00:00,6,3393.0,3398.13,3381.0,3385.32,918.835758
1548763200000,2019-01-29T07:00:00,7,3385.34,3400.0,3381.0,3394.11,1270.389151
1548766800000,2019-01-29T08:00:00,8,3393.78,3420.0,3393.53,3409.4,1880.6009530000001
1548770400000,2019-01-29T09:00:00,9,3409.42,3422.0,3401.12,3420.41,1429.5242349999999
1548774000000,2019-01-29T10:00:00,10,3420.41,3428.27,3409.98,3426.62,1218.2111519999999
1548777600000,2019-01-29T11:00:00,11,3426.15,3442.0,3418.46,3418.58,1811.32301
1548781200000,2019-01-29T12:00:00,12,3418.81,3431.48,3409.94,3413.97,1215.847861
1548784800000,2019-01-29T13:00:00,13,3413.99,3416.86,3405.61,3413.41,740.0580679999999
1548788400000,2019-01-29T14:00:00,14,3413.41,3424.68,3410.97,3419.44,597.064783
1548792000000,2019-01-29T15:00:00,15,3419.69,3434.94,3412.0,3412.95,734.940441
1548795600000,2019-01-29T16:00:00,16,3412.01,3422.36,3409.33,3418.25,631.391088
1548799200000,2019-01-29T17:00:00,17,3417.88,3419.5,3400.0,3409.89,736.420354
1548802800000,2019-01-29T18:00:00,18,3409.66,3418.13,3404.01,3411.04,849.122468
1548806400000,2019-01-29T19:00:00,19,3410.04,3411.85,3387.1,3394.75,1099.2171349999999
1548810000000,2019-01-29T20:00:00,20,3394.75,3405.84,3391.87,3403.83,603.746221
1548813600000,2019-01-29T21:00:00,21,3403.83,3420.0,3398.47,3414.63,662.826701
1548817200000,2019-01-29T22:00:00,22,3414.43,3427.67,3413.72,3420.34,855.7921380000001
1548820800000,2019-01-29T23:00:00,23,3419.89,3437.49,3419.67,3426.62,1074.434231
1548824400000,2019-01-30T00:00:00,0,3426.62,3447.0,3425.18,3433.49,1046.466124
1548828000000,2019-01-30T01:00:00,1,3434.13,3436.94,3421.02,3423.22,1037.695626
1548831600000,2019-01-30T02:00:00,2,3423.21,3430.0,3417.44,3428.83,824.12413
1548835200000,2019-01-30T03:00:00,3,3429.24,3436.27,3422.99,3433.15,768.952947
1548838800000,2019-01-30T04:00:00,4,3432.59,3434.65,3422.5,3428.28,952.6699699999999
1548842400000,2019-01-30T05:00:00,5,3427.98,3439.95,3425.0,3434.94,729.8339110000001
1548846000000,2019-01-30T06:00:00,6,3434.94,3447.9,3422.54,3429.25,1041.9893869999999
1548849600000,2019-01-30T07:00:00,7,3429.62,3470.0,3428.72,3457.74,2816.208139
1548853200000,2019-01-30T08:00:00,8,3457.79,3476.36,3452.0,3458.82,2350.644001
1548856800000,2019-01-30T09:00:00,9,3458.9,3463.89,3450.0,3462.45,1260.303697
1548860400000,2019-01-30T10:00:00,10,3462.64,3468.0,3450.21,3464.01,994.5581970000001
1548864000000,2019-01-30T11:00:00,11,3464.03,3470.0,3454.97,3458.56,1158.854429
1548867600000,2019-01-30T12:00:00,12,3459.5,3469.0,3458.54,3465.6,710.4608599999999
1548871200000,2019-01-30T13:00:00,13,3465.74,3478.0,3462.62,3469.7,867.683081
1548874800000,2019-01-30T14:00:00,14,3469.72,3470.87,3456.74,3458.77,728.274503
1548878400000,2019-01-30T15:00:00,15,3458.65,3460.77,3446.82,3453.7,1030.770651
1548882000000,2019-01-30T16:00:00,16,3453.7,3457.5,3448.04,3456.27,410.13800200000003
1548885600000,2019-01-30T17:00:00,17,3456.25,3468.63,3454.42,3468.37,385.756504
1548889200000,2019-01-30T18:00:00,18,3468.49,3469.0,3452.0,3458.18,556.859658
1548892800000,2019-01-30T19:00:00,19,3457.5,3489.2,3456.75,3480.71,1148.326231
1548896400000,2019-01-30T20:00:00,20,3481.18,3481.7,3468.0,3472.65,763.633559
1548900000000,2019-01-30T21:00:00,21,3471.36,3476.98,3462.97,3470.68,780.394866
1548903600000,2019-01-30T22:00:00,22,3470.63,3472.63,3463.46,3465.32,473.973271
1548907200000,2019-01-30T23:00:00,23,3465.32,3467.77,3455.3,3466.2,794.965741
1548910800000,2019-01-31T00:00:00,0,3467.7,3470.81,3465.0,3466.94,802.4632
1548914400000,2019-01-31T01:00:00,1,3465.77,3478.0,3464.07,3473.0,532.47824
1548918000000,2019-01-31T02:00:00,2,3473.02,3480.0,3466.52,3476.57,744.647213
1548921600000,2019-01-31T03:00:00,3,3477.08,3477.08,3432.02,3442.98,2381.290685
1548925200000,2019-01-31T04:00:00,4,3442.98,3449.0,3426.7,3444.56,1897.078062
1548928800000,2019-01-31T05:00:00,5,3444.56,3454.23,3418.8,3425.7,5387.615011999999
1548932400000,2019-01-31T06:00:00,6,3425.69,3434.14,3420.01,3427.81,2364.034575
1548936000000,2019-01-31T07:00:00,7,3427.79,3444.88,3420.3,3437.62,1848.1174850000002
1548939600000,2019-01-31T08:00:00,8,3437.36,3444.0,3433.63,3441.62,1056.436893
1548943200000,2019-01-31T09:00:00,9,3441.62,3441.62,3423.06,3429.0,1206.04063
1548946800000,2019-01-31T10:00:00,10,3429.28,3440.7,3427.16,3436.56,762.436383
1548950400000,2019-01-31T11:00:00,11,3435.82,3440.81,3426.01,3427.2,899.7020269999999
1548954000000,2019-01-31T12:00:00,12,3427.2,3436.04,3425.0,3428.3,854.34059
1548957600000,2019-01-31T13:00:00,13,3429.02,3430.47,3419.33,3424.63,854.720875
1548961200000,2019-01-31T14:00:00,14,3425.22,3443.0,3419.33,3434.28,951.226439
1548964800000,2019-01-31T15:00:00,15,3433.58,3447.52,3427.19,3447.5,726.8133330000001
1548968400000,2019-01-31T16:00:00,16,3447.16,3448.0,3435.44,3441.94,633.994405
1548972000000,2019-01-31T17:00:00,17,3441.15,3449.58,3437.03,3445.65,633.3458519999999
1548975600000,2019-01-31T18:00:00,18,3446.44,3447.0,3425.36,3434.1,1109.114686
1548979200000,2019-01-31T19:00:00,19,3434.1,3440.15,3425.0,3430.74,1230.459697
1548982800000,2019-01-31T20:00:00,20,3430.74,3432.03,3401.2,3412.75,1891.770782
1548986400000,2019-01-31T21:00:00,21,3412.79,3421.49,3403.02,3416.25,1166.851772
1548990000000,2019-01-31T22:00:00,22,3415.97,3423.24,3410.0,3418.5,648.415115
1548993600000,2019-01-31T23:00:00,23,3418.84,3420.24,3411.0,3415.84,812.103226
1548997200000,2019-02-01T00:00:00,0,3414.76,3422.0,3414.35,3419.81,645.712132
1549000800000,2019-02-01T01:00:00,1,3419.03,3427.05,3412.66,3427.05,848.61184
1549004400000,2019-02-01T02:00:00,2,3426.26,3428.51,3412.41,3420.03,1224.817307
1549008000000,2019-02-01T03:00:00,3,3419.44,3452.74,3417.81,3437.98,1397.748432
1549011600000,2019-02-01T04:00:00,4,3437.78,3439.68,3429.09,3434.64,1022.623191
1549015200000,2019-02-01T05:00:00,5,3433.87,3446.0,3429.83,3444.85,917.895399
1549018800000,2019-02-01T06:00:00,6,3444.02,3477.0,3442.95,3459.18,2430.3102350000004
1549022400000,2019-02-01T07:00:00,7,3460.56,3479.99,3458.59,3461.12,1715.684778
1549026000000,2019-02-01T08:00:00,8,3461.12,3470.99,3461.12,3469.83,953.8656679999999
1549029600000,2019-02-01T09:00:00,9,3469.83,3475.0,3461.21,3467.0,918.701702
1549033200000,2019-02-01T10:00:00,10,3467.0,3469.45,3452.2,3463.02,831.633339
1549036800000,2019-02-01T11:00:00,11,3463.02,3464.95,3450.0,3457.31,766.557511
1549040400000,2019-02-01T12:00:00,12,3458.33,3468.0,3457.05,3459.99,921.624241
1549044000000,2019-02-01T13:00:00,13,3459.99,3473.65,3458.05,3472.01,685.637845
1549047600000,2019-02-01T14:00:00,14,3472.22,3488.0,3467.95,3474.52,1475.4978230000002
1549051200000,2019-02-01T15:00:00,15,3475.01,3484.0,3474.41,3476.15,925.713665
1549054800000,2019-02-01T16:00:00,16,3476.17,3483.56,3467.43,3482.43,695.9774269999999
1549058400000,2019-02-01T17:00:00,17,3482.62,3485.0,3470.33,3475.3,499.740555
1549062000000,2019-02-01T18:00:00,18,3474.5,3486.63,3461.29,3462.07,632.522477
1549065600000,2019-02-01T19:00:00,19,3462.2,3470.45,3460.43,3460.88,794.084066
1549069200000,2019-02-01T20:00:00,20,3461.72,3463.92,3455.36,3459.43,492.77059
1549072800000,2019-02-01T21:00:00,21,3459.3,3469.38,3457.17,3465.43,483.980305
1549076400000,2019-02-01T22:00:00,22,3465.75,3471.0,3461.99,3465.0,545.547534
1549080000000,2019-02-01T23:00:00,23,3465.64,3469.0,3458.27,3459.22,487.332118
1549083600000,2019-02-02T00:00:00,0,3459.21,3460.25,3442.11,3452.0,829.1935
1549087200000,2019-02-02T01:00:00,1,3452.0,3453.28,3440.29,3447.89,936.4950130000001
1549090800000,2019-02-02T02:00:00,2,3447.86,3456.52,3446.84,3453.55,662.180172
1549094400000,2019-02-02T03:00:00,3,3453.09,3455.5,3443.4,3452.5,657.036084
1549098000000,2019-02-02T04:00:00,4,3452.6,3466.49,3445.43,3464.74,804.087756
1549101600000,2019-02-02T05:00:00,5,3465.3,3469.99,3459.3,3465.12,679.994684
1549105200000,2019-02-02T06:00:00,6,3465.75,3481.59,3462.5,3477.67,1280.694555
1549108800000,2019-02-02T07:00:00,7,3477.83,3479.74,3468.17,3468.84,940.876467
1549112400000,2019-02-02T08:00:00,8,3469.36,3474.88,3464.18,3465.55,506.093066
1549116000000,2019-02-02T09:00:00,9,3465.06,3469.85,3456.49,3465.66,796.4328230000001
1549119600000,2019-02-02T10:00:00,10,3466.93,3467.96,3453.39,3457.56,709.353782
1549123200000,2019-02-02T11:00:00,11,3457.56,3460.0,3444.01,3459.88,886.2163310000001
1549126800000,2019-02-02T12:00:00,12,3459.87,3467.39,3454.02,3464.39,500.487499
1549130400000,2019-02-02T13:00:00,13,3465.61,3467.5,3458.01,3466.89,393.002971
1549134000000,2019-02-02T14:00:00,14,3467.19,3479.0,3463.01,3468.19,611.181971
1549137600000,2019-02-02T15:00:00,15,3468.9,3472.98,3457.56,3460.0,440.25463899999994
1549141200000,2019-02-02T16:00:00,16,3460.32,3469.38,3457.58,3466.3,332.849845
1549144800000,2019-02-02T17:00:00,17,3466.3,3474.0,3462.58,3467.14,471.424953
1549148400000,2019-02-02T18:00:00,18,3466.83,3526.4,3462.55,3504.77,2679.231276
1549152000000,2019-02-02T19:00:00,19,3504.06,3511.09,3482.0,3494.7,1432.44861
1549155600000,2019-02-02T20:00:00,20,3493.23,3495.19,3482.05,3487.84,617.3490360000001
1549159200000,2019-02-02T21:00:00,21,3488.25,3494.96,3481.0,3481.63,628.755643
1549162800000,2019-02-02T22:00:00,22,3481.41,3484.14,3470.0,3482.58,632.2534400000001
1549166400000,2019-02-02T23:00:00,23,3483.06,3486.86,3470.36,3476.87,453.66215300000005
1549170000000,2019-02-03T00:00:00,0,3476.04,3484.1,3473.17,3481.08,401.65432599999997
1549173600000,2019-02-03T01:00:00,1,3482.13,3484.71,3464.2,3470.93,639.5488809999999
1549177200000,2019-02-03T02:00:00,2,3470.95,3472.0,3457.38,3462.54,863.747578
1549180800000,2019-02-03T03:00:00,3,3462.99,3463.83,3447.44,3458.76,1340.848524
1549184400000,2019-02-03T04:00:00,4,3458.78,3461.21,3453.13,3456.01,802.464211
1549188000000,2019-02-03T05:00:00,5,3456.95,3474.94,3454.0,3466.7,698.941435
1549191600000,2019-02-03T06:00:00,6,3466.68,3471.0,3457.4,3463.7,519.718941
1549195200000,2019-02-03T07:00:00,7,3462.69,3467.17,3455.29,3465.85,643.03954
1549198800000,2019-02-03T08:00:00,8,3465.85,3473.44,3463.73,3469.36,1023.171833
1549202400000,2019-02-03T09:00:00,9,3468.46,3469.35,3457.42,3460.46,627.8082049999999
1549206000000,2019-02-03T10:00:00,10,3460.41,3466.01,3448.15,3463.5,1022.689031
1549209600000,2019-02-03T11:00:00,11,3462.8,3468.98,3459.07,3467.91,945.499758
1549213200000,2019-02-03T12:00:00,12,3467.9,3467.9,3459.05,3460.0,459.88962699999996
1549216800000,2019-02-03T13:00:00,13,3460.0,3467.95,3459.03,3466.88,567.366037
1549220400000,2019-02-03T14:00:00,14,3466.88,3468.99,3431.4,3445.6,1356.6699609999998
1549224000000,2019-02-03T15:00:00,15,3445.6,3445.98,3431.23,3443.0,1290.387676
1549227600000,2019-02-03T16:00:00,16,3443.0,3443.92,3426.0,3434.85,1151.481824
1549231200000,2019-02-03T17:00:00,17,3435.21,3452.0,3431.05,3450.86,728.43848
1549234800000,2019-02-03T18:00:00,18,3451.73,3466.55,3445.3,3458.11,1019.5016400000001
1549238400000,2019-02-03T19:00:00,19,3458.11,3471.84,3455.0,3462.51,849.6440640000001
1549242000000,2019-02-03T20:00:00,20,3461.98,3471.27,3457.4,3468.79,637.5422570000001
1549245600000,2019-02-03T21:00:00,21,3469.62,3471.29,3452.27,3456.3,715.265873
1549249200000,2019-02-03T22:00:00,22,3457.71,3462.18,3452.49,3458.28,988.896218
1549252800000,2019-02-03T23:00:00,23,3458.28,3467.78,3456.9,3462.02,746.927303
1549256400000,2019-02-04T00:00:00,0,3461.06,3462.52,3453.18,3457.63,511.76488600000005
1549260000000,2019-02-04T01:00:00,1,3457.87,3466.73,3456.02,3460.12,548.438838
1549263600000,2019-02-04T02:00:00,2,3460.3,3467.07,3457.59,3463.02,505.654708
1549267200000,2019-02-04T03:00:00,3,3463.02,3484.88,3459.0,3461.48,1483.342576
1549270800000,2019-02-04T04:00:00,4,3462.78,3467.87,3445.49,3448.96,1933.8508420000003
1549274400000,2019-02-04T05:00:00,5,3448.98,3455.79,3444.13,3450.13,859.550618
1549278000000,2019-02-04T06:00:00,6,3451.15,3453.37,3434.1,3436.04,1405.4706720000001
1549281600000,2019-02-04T07:00:00,7,3436.39,3452.23,3433.31,3451.83,1298.63441
1549285200000,2019-02-04T08:00:00,8,3451.09,3454.76,3445.0,3451.79,804.582165
1549288800000,2019-02-04T09:00:00,9,3451.79,3461.0,3444.55,3450.35,1054.4737910000001
1549292400000,2019-02-04T10:00:00,10,3450.38,3460.0,3448.21,3459.65,709.073569
1549296000000,2019-02-04T11:00:00,11,3459.16,3467.0,3457.52,3458.74,1546.904808
1549299600000,2019-02-04T12:00:00,12,3457.94,3467.06,3457.51,3465.9,885.6160970000001
1549303200000,2019-02-04T13:00:00,13,3465.58,3475.0,3460.71,3467.52,946.8032519999999
1549306800000,2019-02-04T14:00:00,14,3467.99,3473.0,3461.47,3469.03,514.659641
1549310400000,2019-02-04T15:00:00,15,3469.03,3475.0,3460.01,3462.0,879.9106429999999
1549314000000,2019-02-04T16:00:00,16,3462.0,3475.79,3461.0,3468.51,978.4195279999999
1549317600000,2019-02-04T17:00:00,17,3468.52,3474.0,3453.82,3460.25,1423.7580369999998
1549321200000,2019-02-04T18:00:00,18,3460.25,3468.78,3455.41,3463.22,902.796312
1549324800000,2019-02-04T19:00:00,19,3463.22,3465.0,3455.69,3463.77,700.019542
1549328400000,2019-02-04T20:00:00,20,3463.29,3468.12,3452.01,3455.0,936.893093
1549332000000,2019-02-04T21:00:00,21,3455.24,3468.75,3448.43,3460.45,963.9574789999999
1549335600000,2019-02-04T22:00:00,22,3459.84,3471.86,3451.38,3463.91,1669.687766
1549339200000,2019-02-04T23:00:00,23,3463.47,3471.89,3461.07,3467.63,1444.4333550000001
1549342800000,2019-02-05T00:00:00,0,3468.28,3471.67,3456.95,3465.99,1339.991058
1549346400000,2019-02-05T01:00:00,1,3465.97,3470.0,3462.11,3465.14,1062.457244
1549350000000,2019-02-05T02:00:00,2,3465.65,3468.23,3457.16,3464.42,1084.3844060000001
1549353600000,2019-02-05T03:00:00,3,3464.42,3470.3,3462.21,3466.34,759.1053870000001
1549357200000,2019-02-05T04:00:00,4,3466.32,3477.78,3461.21,3476.41,1247.235374
1549360800000,2019-02-05T05:00:00,5,3476.78,3478.97,3469.4,3470.88,863.605897
1549364400000,2019-02-05T06:00:00,6,3471.0,3473.0,3461.21,3469.91,898.9295789999999
1549368000000,2019-02-05T07:00:00,7,3469.89,3471.68,3460.0,3462.86,992.249785
1549371600000,2019-02-05T08:00:00,8,3462.89,3466.24,3457.96,3465.64,854.815718
1549375200000,2019-02-05T09:00:00,9,3465.64,3468.17,3454.0,3455.31,1210.612665
1549378800000,2019-02-05T10:00:00,10,3455.3,3463.81,3449.05,3460.44,1806.1093079999998
1549382400000,2019-02-05T11:00:00,11,3461.18,3461.6,3453.09,3459.94,1043.170382
1549386000000,2019-02-05T12:00:00,12,3460.1,3464.63,3454.0,3456.67,807.331632
1549389600000,2019-02-05T13:00:00,13,3456.82,3468.16,3455.67,3456.0,1077.3630210000001
1549393200000,2019-02-05T14:00:00,14,3455.95,3468.17,3449.49,3463.81,1473.695317
1549396800000,2019-02-05T15:00:00,15,3463.81,3466.99,3455.42,3462.44,789.172498
1549400400000,2019-02-05T16:00:00,16,3461.74,3468.17,3458.69,3460.69,618.600196
1549404000000,2019-02-05T17:00:00,17,3460.69,3470.39,3460.0,3462.37,864.287056
1549407600000,2019-02-05T18:00:00,18,3461.86,3472.0,3458.29,3471.59,756.307272
1549411200000,2019-02-05T19:00:00,19,3471.57,3482.72,3451.1,3458.95,1510.6903
1549414800000,2019-02-05T20:00:00,20,3459.26,3463.51,3380.0,3417.02,6908.063203
1549418400000,2019-02-05T21:00:00,21,3418.18,3425.01,3408.31,3420.84,1537.156001
1549422000000,2019-02-05T22:00:00,22,3419.78,3432.73,3416.0,3423.35,1753.2416039999998
1549425600000,2019-02-05T23:00:00,23,3423.96,3423.97,3402.46,3413.05,1622.152828
1549429200000,2019-02-06T00:00:00,0,3412.26,3419.95,3412.26,3418.0,629.539649
1549432800000,2019-02-06T01:00:00,1,3418.0,3421.24,3415.0,3416.74,543.873201
1549436400000,2019-02-06T02:00:00,2,3416.09,3426.83,3415.39,3424.77,819.965628
1549440000000,2019-02-06T03:00:00,3,3424.79,3424.79,3400.0,3409.76,1587.035122
1549443600000,2019-02-06T04:00:00,4,3409.99,3414.44,3403.92,3410.32,984.518093
1549447200000,2019-02-06T05:00:00,5,3410.67,3413.6,3396.17,3408.93,1034.007372
1549450800000,2019-02-06T06:00:00,6,3408.58,3409.56,3396.67,3399.82,874.190231
1549454400000,2019-02-06T07:00:00,7,3399.79,3410.0,3392.11,3407.93,1432.598018
1549458000000,2019-02-06T08:00:00,8,3408.0,3409.32,3400.08,3404.31,826.0369910000001
1549461600000,2019-02-06T09:00:00,9,3404.56,3406.1,3392.84,3400.98,1251.225978
1549465200000,2019-02-06T10:00:00,10,3400.64,3422.02,3382.26,3422.02,1959.5364829999999
1549468800000,2019-02-06T11:00:00,11,3421.07,3434.59,3405.01,3411.7,2791.130696
1549472400000,2019-02-06T12:00:00,12,3411.1,3411.95,3395.77,3402.44,1242.556419
1549476000000,2019-02-06T13:00:00,13,3402.09,3408.0,3385.26,3406.04,1871.458414
1549479600000,2019-02-06T14:00:00,14,3406.37,3406.96,3392.29,3398.39,1109.7963109999998
1549483200000,2019-02-06T15:00:00,15,3398.41,3405.85,3393.54,3402.0,871.2986289999999
1549486800000,2019-02-06T16:00:00,16,3402.0,3407.23,3398.87,3405.98,684.8081940000001
1549490400000,2019-02-06T17:00:00,17,3405.98,3408.52,3399.43,3405.88,763.009042
1549494000000,2019-02-06T18:00:00,18,3405.43,3409.26,3402.16,3405.37,702.356439
1549497600000,2019-02-06T19:00:00,19,3407.0,3407.01,3398.02,3402.95,826.4804389999999
1549501200000,2019-02-06T20:00:00,20,3403.83,3409.54,3402.94,3407.03,619.871059
1549504800000,2019-02-06T21:00:00,21,3407.03,3408.99,3402.39,3407.25,642.515244
1549508400000,2019-02-06T22:00:00,22,3406.71,3414.0,3404.77,3413.12,572.36451
1549512000000,2019-02-06T23:00:00,23,3413.49,3415.82,3410.18,3411.0,512.3008070000001
1549515600000,2019-02-07T00:00:00,0,3411.0,3416.2,3410.7,3414.69,740.670935
1549519200000,2019-02-07T01:00:00,1,3415.51,3420.0,3406.0,3411.25,971.894503
1549522800000,2019-02-07T02:00:00,2,3411.25,3414.99,3408.02,3412.15,592.5100259999999
1549526400000,2019-02-07T03:00:00,3,3412.17,3417.59,3409.66,3417.26,817.066746
1549530000000,2019-02-07T04:00:00,4,3417.26,3419.88,3412.05,3419.5,1002.8354099999999
1549533600000,2019-02-07T05:00:00,5,3419.5,3425.0,3416.08,3421.05,1040.597712
1549537200000,2019-02-07T06:00:00,6,3421.36,3426.45,3407.05,3408.05,1648.143194
1549540800000,2019-02-07T07:00:00,7,3407.81,3413.16,3400.0,3404.97,1061.193457
1549544400000,2019-02-07T08:00:00,8,3405.0,3413.0,3399.0,3407.04,1095.676838
1549548000000,2019-02-07T09:00:00,9,3407.03,3410.82,3400.0,3409.7,946.0341789999999
1549551600000,2019-02-07T10:00:00,10,3409.71,3413.16,3401.0,3407.03,644.62805
1549555200000,2019-02-07T11:00:00,11,3407.03,3412.24,3401.11,3403.12,808.681079
1549558800000,2019-02-07T12:00:00,12,3402.47,3404.4,3392.0,3397.82,866.8182630000001
1549562400000,2019-02-07T13:00:00,13,3397.87,3404.05,3394.0,3398.98,673.752607
1549566000000,2019-02-07T14:00:00,14,3398.54,3400.0,3390.0,3399.55,658.000583
1549569600000,2019-02-07T15:00:00,15,3399.43,3402.09,3390.11,3401.22,581.975824
1549573200000,2019-02-07T16:00:00,16,3401.8,3403.31,3394.12,3395.0,631.124517
1549576800000,2019-02-07T17:00:00,17,3395.19,3401.8,3393.55,3401.01,347.64680400000003
1549580400000,2019-02-07T18:00:00,18,3400.57,3401.21,3391.18,3398.4,362.755852
1549584000000,2019-02-07T19:00:00,19,3398.4,3398.71,3390.37,3393.78,644.7533490000001
1549587600000,2019-02-07T20:00:00,20,3393.35,3396.0,3387.0,3389.51,643.571717
1549591200000,2019-02-07T21:00:00,21,3389.98,3398.45,3373.1,3394.32,1323.272424
1549594800000,2019-02-07T22:00:00,22,3394.0,3407.78,3393.47,3404.08,689.623435
1549598400000,2019-02-07T23:00:00,23,3403.77,3404.33,3397.14,3399.84,556.3584179999999
1549602000000,2019-02-08T00:00:00,0,3400.47,3411.0,3399.47,3408.29,723.237605
