UTC,ISO8601,Weekday,Open,Highest,Lowest,Closing,Volume
1551052800000,2019-02-24T19:00:00,Sunday,3743.56,3872.66,3740.0,3827.92,38102.966244999996
1551139200000,2019-02-25T19:00:00,Monday,3828.44,3841.51,3777.0,3809.23,28838.748036
1551225600000,2019-02-26T19:00:00,Tuesday,3809.31,3838.85,3677.17,3818.07,31500.995466000004
1551312000000,2019-02-27T19:00:00,Wednesday,3818.04,3888.0,3763.87,3813.69,32561.961044
1551398400000,2019-02-28T19:00:00,Thursday,3814.26,3857.0,3813.01,3823.0,23174.57217
1551484800000,2019-03-01T19:00:00,Friday,3822.17,3841.31,3772.25,3819.93,19445.838355
1551571200000,2019-03-02T19:00:00,Saturday,3819.97,3835.0,3781.32,3807.75,16718.165409999998
1551657600000,2019-03-03T19:00:00,Sunday,3807.32,3830.0,3670.69,3715.3,34742.841660000006
1551744000000,2019-03-04T19:00:00,Monday,3716.1,3877.1,3703.55,3857.73,32962.536162000004
1551830400000,2019-03-05T19:00:00,Tuesday,3857.58,3907.0,3813.09,3861.84,24775.11883
1551916800000,2019-03-06T19:00:00,Wednesday,3861.84,3905.4,3840.4,3873.64,26455.257661
1552003200000,2019-03-07T19:00:00,Thursday,3873.63,3932.0,3800.0,3864.89,34730.366592
1552089600000,2019-03-08T19:00:00,Friday,3864.88,3971.75,3854.75,3943.04,30979.747653
1552176000000,2019-03-09T19:00:00,Saturday,3943.43,3943.43,3881.69,3916.82,23187.561412
1552262400000,2019-03-10T20:00:00,Sunday,3915.99,3936.98,3830.0,3871.61,38066.885705
1552348800000,2019-03-11T20:00:00,Monday,3871.61,3905.2,3826.06,3882.73,26921.008622
1552435200000,2019-03-12T20:00:00,Tuesday,3882.69,3893.56,3840.0,3866.0,24461.008757
1552521600000,2019-03-13T20:00:00,Wednesday,3866.0,3920.0,3810.43,3877.12,27048.74853
1552608000000,2019-03-14T20:00:00,Thursday,3877.12,3939.22,3872.2,3923.76,21740.061498
1552694400000,2019-03-15T20:00:00,Friday,3924.46,4056.98,3921.98,4005.98,28568.376124000002
1552780800000,2019-03-16T20:00:00,Saturday,4005.98,4012.0,3950.01,3981.14,18814.255577
1552867200000,2019-03-17T20:00:00,Sunday,3981.85,4037.0,3953.33,3987.81,22454.47801
1552953600000,2019-03-18T20:00:00,Monday,3987.83,4031.0,3970.0,4015.53,19893.741815
1553040000000,2019-03-19T20:00:00,Tuesday,4017.48,4050.0,3980.5,4043.04,23432.300255000002
1553126400000,2019-03-20T20:00:00,Wednesday,4043.04,4069.32,3880.01,3980.64,35997.682119
1553212800000,2019-03-21T20:00:00,Thursday,3980.85,4008.0,3968.25,3986.93,20022.606318000002
1553299200000,2019-03-22T20:00:00,Friday,3987.89,4018.83,3978.01,4006.01,17302.604318
1553385600000,2019-03-23T20:00:00,Saturday,4006.01,4006.02,3950.0,3992.18,17179.850648
1553472000000,2019-03-24T20:00:00,Sunday,3991.35,3999.3,3888.71,3936.12,33192.890217
1553558400000,2019-03-25T20:00:00,Monday,3935.47,3958.98,3894.0,3948.55,29349.537626999998
1553644800000,2019-03-26T20:00:00,Tuesday,3948.77,4048.0,3936.15,4038.05,32364.555851999998
1553731200000,2019-03-27T20:00:00,Wednesday,4039.58,4039.7,4002.0,4027.81,20089.293875
1553817600000,2019-03-28T20:00:00,Thursday,4028.22,4123.71,4024.03,4103.25,30084.217443999998
1553904000000,2019-03-29T20:00:00,Friday,4104.24,4140.0,4052.0,4106.97,19509.292600999997
1553990400000,2019-03-30T20:00:00,Saturday,4106.99,4116.12,4082.57,4103.95,13525.087433
1554076800000,2019-03-31T20:00:00,Sunday,4102.44,4158.7,4067.0,4144.56,25507.067641
1554163200000,2019-04-01T20:00:00,Monday,4144.54,4897.99,4140.54,4857.29,105383.639263
1554249600000,2019-04-02T20:00:00,Tuesday,4857.19,5275.01,4753.5,4932.6,109890.12574300001
1554336000000,2019-04-03T20:00:00,Wednesday,4932.59,5039.08,4777.0,4898.66,61054.25416799999
1554422400000,2019-04-04T20:00:00,Thursday,4898.64,5028.22,4880.62,5004.95,39768.552806
1554508800000,2019-04-05T20:00:00,Friday,5004.96,5205.0,4928.59,5043.89,41770.842313
1554595200000,2019-04-06T20:00:00,Saturday,5042.07,5234.0,5026.0,5170.27,37615.486804
1554681600000,2019-04-07T20:00:00,Sunday,5170.27,5305.0,5039.0,5236.9,50178.430781999996
1554768000000,2019-04-08T20:00:00,Monday,5238.38,5238.4,5076.68,5150.0,34067.012311
1554854400000,2019-04-09T20:00:00,Tuesday,5150.0,5422.0,5135.0,5308.25,40073.620470999995
1554940800000,2019-04-10T20:00:00,Wednesday,5307.86,5332.67,4927.0,5017.37,54696.600686
1555027200000,2019-04-11T20:00:00,Thursday,5017.37,5080.58,4861.22,5048.01,33276.678614
1555113600000,2019-04-12T20:00:00,Friday,5047.0,5099.0,5004.0,5045.22,17292.456802
1555200000000,2019-04-13T20:00:00,Saturday,5047.45,5152.99,5000.0,5131.3,18281.607739
1555286400000,2019-04-14T20:00:00,Sunday,5131.28,5167.38,4950.0,5024.95,29057.191581
1555372800000,2019-04-15T20:00:00,Monday,5024.95,5197.72,5003.94,5173.72,24242.229493
1555459200000,2019-04-16T20:00:00,Tuesday,5173.72,5230.4,5146.8,5202.82,23307.536134
1555545600000,2019-04-17T20:00:00,Wednesday,5202.41,5287.0,5198.8,5258.44,22619.239000999998
1555632000000,2019-04-18T20:00:00,Thursday,5258.44,5320.0,5175.0,5258.68,24611.236322999997
1555718400000,2019-04-19T20:00:00,Friday,5258.68,5333.42,5230.1,5291.73,19168.908274
1555804800000,2019-04-20T20:00:00,Saturday,5292.91,5314.35,5165.0,5256.14,25549.570938999997
1555891200000,2019-04-21T20:00:00,Sunday,5257.41,5400.0,5208.35,5357.14,29563.852308999998
1555977600000,2019-04-22T20:00:00,Monday,5357.14,5600.0,5332.41,5493.31,41262.103917
1556064000000,2019-04-23T20:00:00,Tuesday,5490.91,5582.2,5333.35,5415.0,48224.152412999996
1556150400000,2019-04-24T20:00:00,Wednesday,5415.0,5491.84,5102.0,5219.9,49636.089948
1556236800000,2019-04-25T20:00:00,Thursday,5220.47,5510.0,5161.62,5314.1,48912.294513
1556323200000,2019-04-26T20:00:00,Friday,5315.0,5342.5,5257.67,5295.69,15422.896934999999
1556409600000,2019-04-27T20:00:00,Saturday,5295.69,5340.0,5259.48,5307.52,14371.433869
1556496000000,2019-04-28T20:00:00,Sunday,5309.81,5332.0,5178.8,5238.14,19918.135079
1556582400000,2019-04-29T20:00:00,Monday,5238.14,5339.98,5192.15,5320.81,22238.06823
1556668800000,2019-04-30T20:00:00,Tuesday,5321.94,5402.0,5316.2,5383.2,17217.473216
1556755200000,2019-05-01T20:00:00,Wednesday,5383.2,5538.0,5370.0,5492.87,22795.787835
1556841600000,2019-05-02T20:00:00,Thursday,5494.81,5844.0,5477.57,5772.69,46297.172849
1556928000000,2019-05-03T20:00:00,Friday,5770.62,5900.0,5587.45,5829.45,39682.408991000004
1557014400000,2019-05-04T20:00:00,Saturday,5829.83,5839.9,5696.0,5775.62,23822.543775
1557100800000,2019-05-05T20:00:00,Sunday,5773.18,5805.0,5619.14,5747.79,25256.596325
1557187200000,2019-05-06T20:00:00,Monday,5749.92,6028.41,5747.74,5846.34,39905.064422
1557273600000,2019-05-07T20:00:00,Tuesday,5846.34,6014.72,5772.2,5987.29,23074.051519999997
1557360000000,2019-05-08T20:00:00,Wednesday,5986.66,6224.55,5983.71,6209.18,27453.011436
1557446400000,2019-05-09T20:00:00,Thursday,6209.95,6468.92,6172.0,6373.33,36623.61079
1557532800000,2019-05-10T20:00:00,Friday,6375.16,7343.99,6372.85,7076.22,74022.424393
1557619200000,2019-05-11T20:00:00,Saturday,7076.24,7521.78,6750.0,6967.31,86948.975339
1557705600000,2019-05-12T20:00:00,Sunday,6968.24,8100.0,6870.0,7790.71,85804.735333
1557792000000,2019-05-13T20:00:00,Monday,7795.62,8366.0,7599.56,7947.56,76583.722603
1557878400000,2019-05-14T20:00:00,Tuesday,7945.26,8249.0,7850.0,8169.87,37884.327211
1557964800000,2019-05-15T20:00:00,Wednesday,8169.08,8320.0,7705.0,7866.59,69630.51399600001
1558051200000,2019-05-16T20:00:00,Thursday,7868.67,7925.0,6913.0,7355.26,88752.008159
1558137600000,2019-05-17T20:00:00,Friday,7355.28,7458.0,7156.61,7257.45,37054.944779000005
1558224000000,2019-05-18T20:00:00,Saturday,7257.32,8275.09,7243.08,8148.48,65577.442058
1558310400000,2019-05-19T20:00:00,Sunday,8147.94,8156.03,7553.0,7938.15,65859.208564
1558396800000,2019-05-20T20:00:00,Monday,7937.16,8042.32,7771.0,7904.87,52301.752247000004
1558483200000,2019-05-21T20:00:00,Tuesday,7904.48,8016.0,7465.0,7628.43,49136.994589
1558569600000,2019-05-22T20:00:00,Wednesday,7627.8,7940.98,7461.0,7851.51,49648.184701
1558656000000,2019-05-23T20:00:00,Thursday,7849.95,8130.0,7766.0,7964.87,46664.785325
1558742400000,2019-05-24T20:00:00,Friday,7964.52,8091.8,7908.34,8025.41,28414.328817
1558828800000,2019-05-25T20:00:00,Saturday,8023.0,8740.0,7833.42,8614.43,49652.144567
1558915200000,2019-05-26T20:00:00,Sunday,8612.54,8908.32,8589.0,8756.32,51886.768793
1559001600000,2019-05-27T20:00:00,Monday,8752.52,8798.49,8510.63,8715.64,31470.551534
1559088000000,2019-05-28T20:00:00,Tuesday,8716.87,8750.0,8406.6,8645.68,33880.865922000005
1559174400000,2019-05-29T20:00:00,Wednesday,8646.5,9074.26,8005.0,8269.54,70379.998521
1559260800000,2019-05-30T20:00:00,Thursday,8267.1,8594.0,8108.5,8555.0,44727.49162
1559347200000,2019-05-31T20:00:00,Friday,8555.0,8626.0,8442.36,8544.07,31868.234157
1559433600000,2019-06-01T20:00:00,Saturday,8545.1,8814.78,8524.0,8725.98,27835.133264999997
1559520000000,2019-06-02T20:00:00,Sunday,8726.0,8800.95,8080.8,8115.82,45692.965104
1559606400000,2019-06-03T20:00:00,Monday,8115.66,8115.66,7481.02,7687.03,74143.948941
1559692800000,2019-06-04T20:00:00,Tuesday,7687.04,7896.7,7572.78,7776.5,48679.656455000004
1559779200000,2019-06-05T20:00:00,Wednesday,7778.08,7868.13,7444.58,7786.7,36624.118747
1559865600000,2019-06-06T20:00:00,Thursday,7787.57,8100.0,7737.49,7980.53,33942.225657999996
1559952000000,2019-06-07T20:00:00,Friday,7978.94,8044.65,7751.0,7893.62,22657.329634
1560038400000,2019-06-08T20:00:00,Saturday,7895.28,7935.0,7506.66,7628.13,31568.465157
1560124800000,2019-06-09T20:00:00,Sunday,7627.57,8020.0,7511.0,7982.75,36756.078468
1560211200000,2019-06-10T20:00:00,Monday,7981.0,8010.0,7692.23,7884.9,30334.999427
1560297600000,2019-06-11T20:00:00,Tuesday,7884.9,8200.0,7788.99,8127.64,41597.082622
1560384000000,2019-06-12T20:00:00,Wednesday,8127.64,8309.82,8010.03,8218.54,30467.764341000002
1560470400000,2019-06-13T20:00:00,Thursday,8216.44,8684.41,8144.32,8650.0,39835.246255
1560556800000,2019-06-14T20:00:00,Friday,8650.88,8864.99,8567.63,8808.7,31791.636038999997
1560643200000,2019-06-15T20:00:00,Saturday,8810.77,9333.0,8760.0,8953.33,63289.251219000005
1560729600000,2019-06-16T20:00:00,Sunday,8953.0,9444.0,8950.0,9313.96,47895.485374
1560816000000,2019-06-17T20:00:00,Monday,9312.13,9336.36,8950.0,9081.55,51554.569401
1560902400000,2019-06-18T20:00:00,Tuesday,9081.97,9304.0,8960.0,9255.49,32147.706495
1560988800000,2019-06-19T20:00:00,Wednesday,9253.76,9590.0,9175.2,9517.12,34556.053982
1561075200000,2019-06-20T20:00:00,Thursday,9518.06,10174.99,9518.06,10159.86,50484.415892000005
1561161600000,2019-06-21T20:00:00,Friday,10159.86,11160.0,9921.72,10729.5,104169.447976
1561248000000,2019-06-22T20:00:00,Saturday,10729.0,11392.64,10555.18,10906.07,57445.323945000004
1561334400000,2019-06-23T20:00:00,Sunday,10905.95,11143.63,10620.8,11056.59,43101.045285
1561420800000,2019-06-24T20:00:00,Monday,11056.59,11850.0,11026.0,11820.86,61276.686648
1561507200000,2019-06-25T20:00:00,Tuesday,11821.28,13970.0,11741.0,13093.8,155930.147386
1561593600000,2019-06-26T20:00:00,Wednesday,13098.38,13478.04,10525.1,11329.99,173894.82088900002
1561680000000,2019-06-27T20:00:00,Thursday,11329.99,12480.0,10982.88,12400.63,95795.203964
1561766400000,2019-06-28T20:00:00,Friday,12407.06,12441.54,11475.02,11903.13,69642.07415700001
1561852800000,2019-06-29T20:00:00,Saturday,11903.13,12180.0,10766.03,10854.1,84512.530443
1561939200000,2019-06-30T20:00:00,Sunday,10854.1,11282.28,10030.0,10624.93,90962.26827100001
1562025600000,2019-07-01T20:00:00,Monday,10624.9,10938.75,9727.0,10842.85,109561.038728
1562112000000,2019-07-02T20:00:00,Tuesday,10844.98,11991.89,10841.04,11940.0,96815.90028999999
1562198400000,2019-07-03T20:00:00,Wednesday,11940.0,12000.0,11055.0,11145.67,66512.221892
1562284800000,2019-07-04T20:00:00,Thursday,11145.67,11406.83,10796.44,10970.73,63534.35058200001
1562371200000,2019-07-05T20:00:00,Friday,10982.41,11665.0,10964.51,11256.49,51469.496331
1562457600000,2019-07-06T20:00:00,Saturday,11256.45,11538.0,11094.37,11406.24,38884.795599000005
1562544000000,2019-07-07T20:00:00,Sunday,11410.0,12338.03,11220.0,12238.6,52182.367215
1562630400000,2019-07-08T20:00:00,Monday,12238.6,12794.73,12068.0,12543.41,78442.130343
1562716800000,2019-07-09T20:00:00,Tuesday,12548.51,13147.08,11569.0,12108.37,109246.044997
1562803200000,2019-07-10T20:00:00,Wednesday,12108.11,12111.73,11000.0,11342.89,87506.461058
