UTC,ISO8601,Weekday,Open,Highest,Lowest,Closing,Volume
1582416000000,2020-02-22T19:00:00,Saturday,9658.8,9970.5,9658.8,9950.0,8.52511153
1582502400000,2020-02-23T19:00:00,Sunday,9950.0,9980.0,9483.0,9649.7,25.63762171
1582588800000,2020-02-24T19:00:00,Monday,9649.7,9649.7,9268.2,9318.6,22.163010500000002
1582675200000,2020-02-25T19:00:00,Tuesday,9304.3,9512.4,8508.0,8828.8,50.48109226
1582761600000,2020-02-26T19:00:00,Wednesday,8828.8,9293.1,8500.4,8785.6,58.65320595
1582848000000,2020-02-27T19:00:00,Thursday,8785.6,8888.2,7211.0,8700.0,55.293489199999996
1582934400000,2020-02-28T19:00:00,Friday,8700.0,8765.1,8536.1,8551.5,8.77321159
1583020800000,2020-02-29T19:00:00,Saturday,8551.5,8719.0,8450.0,8540.3,9.60385922
1583107200000,2020-03-01T19:00:00,Sunday,8540.3,8954.6,8433.8,8889.9,34.41337977
1583193600000,2020-03-02T19:00:00,Monday,8889.9,8889.9,8652.6,8758.2,7.11055593
1583280000000,2020-03-03T19:00:00,Tuesday,8758.2,8833.0,8458.4,8750.2,64.80870807
1583366400000,2020-03-04T19:00:00,Wednesday,8750.2,9204.8,8465.0,9024.5,39.94756117
1583452800000,2020-03-05T19:00:00,Thursday,9024.5,9700.0,8637.0,9138.0,60.61647649
1583539200000,2020-03-06T19:00:00,Friday,9138.0,9170.0,8859.3,8888.0,23.20519518
1583625600000,2020-03-07T19:00:00,Saturday,8888.0,8888.0,7850.0,8025.0,32.6224871
1583712000000,2020-03-08T20:00:00,Sunday,8025.0,8455.0,7550.1,7925.2,47.65742133
1583798400000,2020-03-09T20:00:00,Monday,7925.2,8154.3,7723.1,7911.3,37.00674385
1583884800000,2020-03-10T20:00:00,Tuesday,7911.3,7950.0,7600.0,7945.6,28.96069145
1583971200000,2020-03-11T20:00:00,Wednesday,7945.6,7945.6,4359.5,4887.5,353.44449793
1584057600000,2020-03-12T20:00:00,Thursday,4887.5,6240.0,3883.8,5553.6,801.37335148
1584144000000,2020-03-13T20:00:00,Friday,5553.6,5657.5,4650.0,5066.5,86.33838052
1584230400000,2020-03-14T20:00:00,Saturday,5066.5,5962.4,4327.0,5388.9,295.68947091
1584316800000,2020-03-15T20:00:00,Sunday,5388.9,5388.9,4418.0,4998.7,131.72766769
1584403200000,2020-03-16T20:00:00,Monday,4998.7,5520.0,4970.3,5336.7,64.44504076
1584489600000,2020-03-17T20:00:00,Tuesday,5336.7,5410.7,5011.2,5374.7,75.66911268
1584576000000,2020-03-18T20:00:00,Wednesday,5374.7,6385.2,5295.1,6212.0,262.46333837
1584662400000,2020-03-19T20:00:00,Thursday,6212.0,6900.0,5658.8,6127.8,127.77605935
1584748800000,2020-03-20T20:00:00,Friday,6127.8,6432.1,5950.0,6191.0,34.85745191
1584835200000,2020-03-21T20:00:00,Saturday,6191.0,6385.7,5746.5,5798.8,36.27631338
1584921600000,2020-03-22T20:00:00,Sunday,5798.8,6732.0,5710.0,6486.6,75.76658766
1585008000000,2020-03-23T20:00:00,Monday,6486.6,6793.1,6396.3,6747.3,107.25675322
1585094400000,2020-03-24T20:00:00,Tuesday,6747.3,6943.0,6485.0,6660.1,40.67715328
1585180800000,2020-03-25T20:00:00,Wednesday,6660.1,6754.5,6500.2,6750.0,49.29290801
1585267200000,2020-03-26T20:00:00,Thursday,6750.0,6847.1,6262.3,6370.0,35.95110043
1581465600000,2020-02-11T19:00:00,Tuesday,10249.0,10425.0,9551.1,10336.1,25.81431213
1581552000000,2020-02-12T19:00:00,Wednesday,10336.1,10500.0,9551.0,10230.0,52.55372297
1581638400000,2020-02-13T19:00:00,Thursday,10230.0,10500.0,9451.0,10320.3,41.84471923
1581724800000,2020-02-14T19:00:00,Friday,10320.3,10500.0,9659.6,9899.1,34.00918953
1581811200000,2020-02-15T19:00:00,Saturday,9899.1,10088.4,9631.5,9950.1,19.37777455
1581897600000,2020-02-16T19:00:00,Sunday,9925.1,9933.0,9460.0,9684.6,10.84734391
1581984000000,2020-02-17T19:00:00,Monday,9684.6,10438.5,9603.1,10149.5,22.83685662
1582070400000,2020-02-18T19:00:00,Tuesday,10149.5,10217.3,9385.1,9589.5,45.92579105
1582156800000,2020-02-19T19:00:00,Wednesday,9589.5,9655.7,9420.0,9615.9,37.5564152
1582243200000,2020-02-20T19:00:00,Thursday,9615.9,9743.9,8560.0,9670.9,20.57552681
1582329600000,2020-02-21T19:00:00,Friday,9670.9,9694.8,9494.2,9658.8,9.30354999
1582416000000,2020-02-22T19:00:00,Saturday,9658.8,9970.5,9658.8,9950.0,8.9114606
1582502400000,2020-02-23T19:00:00,Sunday,9950.0,9980.0,9483.0,9649.7,30.00250046
1582588800000,2020-02-24T19:00:00,Monday,9649.7,9649.7,9257.7,9318.6,30.897080600000002
1582675200000,2020-02-25T19:00:00,Tuesday,9304.3,9512.4,8508.0,8828.8,57.01715991
1582761600000,2020-02-26T19:00:00,Wednesday,8778.0,9293.1,8500.4,8782.6,66.52303279
1582848000000,2020-02-27T19:00:00,Thursday,8812.8,8888.2,7211.0,8700.0,59.04220577
1582934400000,2020-02-28T19:00:00,Friday,8700.0,8765.1,8536.1,8551.5,10.42195251
1583020800000,2020-02-29T19:00:00,Saturday,8539.2,8719.0,8415.3,8540.3,11.79477687
1583107200000,2020-03-01T19:00:00,Sunday,8540.3,8954.6,8433.8,8889.9,37.23827378
1583193600000,2020-03-02T19:00:00,Monday,8889.9,8889.9,8652.6,8758.2,8.99393476
1583280000000,2020-03-03T19:00:00,Tuesday,8758.2,8833.0,8333.3,8750.2,76.32559703
1583366400000,2020-03-04T19:00:00,Wednesday,8769.7,9204.8,8465.0,9024.5,49.81799744
1583452800000,2020-03-05T19:00:00,Thursday,9024.5,9700.0,8637.0,9138.0,67.21121729
1583539200000,2020-03-06T19:00:00,Friday,9138.0,9170.0,8859.3,8888.0,26.87715505
1583625600000,2020-03-07T19:00:00,Saturday,8854.6,8854.6,7850.0,8025.0,39.62793601
1583712000000,2020-03-08T20:00:00,Sunday,8034.0,8455.0,7550.1,7925.2,53.69906882
1583798400000,2020-03-09T20:00:00,Monday,7925.2,8154.3,7723.1,7911.3,42.41255066
1583884800000,2020-03-10T20:00:00,Tuesday,7911.3,7950.0,7600.0,7945.6,32.94608593
1583971200000,2020-03-11T20:00:00,Wednesday,7945.6,7945.6,4359.5,4851.0,449.53667571
1584057600000,2020-03-12T20:00:00,Thursday,4851.0,6240.0,3883.8,5553.6,987.85250924
1584144000000,2020-03-13T20:00:00,Friday,5553.6,5657.5,4650.0,5066.5,121.8060737
1584230400000,2020-03-14T20:00:00,Saturday,5066.5,5962.4,4327.0,5388.9,496.49849062
1584316800000,2020-03-15T20:00:00,Sunday,5388.9,5388.9,4418.0,4964.6,170.39446276
1584403200000,2020-03-16T20:00:00,Monday,4964.6,5520.1,4964.6,5336.7,96.63367605
1584489600000,2020-03-17T20:00:00,Tuesday,5336.7,5410.7,5011.2,5374.7,109.57426554
1584576000000,2020-03-18T20:00:00,Wednesday,5374.7,6385.2,5295.1,6212.0,360.71536298
1584662400000,2020-03-19T20:00:00,Thursday,6212.0,6900.0,5646.3,6127.8,153.34207965
1584748800000,2020-03-20T20:00:00,Friday,6127.8,6470.5,5911.2,6152.1,47.58776003
1584835200000,2020-03-21T20:00:00,Saturday,6152.1,6385.7,5746.5,5840.4,38.82389068
1584921600000,2020-03-22T20:00:00,Sunday,5840.4,6732.0,5710.0,6486.6,89.24203231
1585008000000,2020-03-23T20:00:00,Monday,6486.6,6795.4,6394.2,6747.3,137.99505627
1585094400000,2020-03-24T20:00:00,Tuesday,6747.3,6943.0,6451.7,6660.1,59.71825276
1585180800000,2020-03-25T20:00:00,Wednesday,6660.1,6754.5,6500.2,6750.0,63.25911271
1585267200000,2020-03-26T20:00:00,Thursday,6750.0,6847.1,6262.3,6370.0,53.76343833
1585353600000,2020-03-27T20:00:00,Friday,6370.0,6370.0,6050.0,6224.1,68.61560694
1585440000000,2020-03-28T20:00:00,Saturday,6224.1,6224.1,5868.9,5868.9,40.53056558
1585526400000,2020-03-29T20:00:00,Sunday,5868.9,6580.0,5861.0,6420.0,34.52397724
1585612800000,2020-03-30T20:00:00,Monday,6420.0,6503.0,6324.6,6401.9,39.12713397
1585699200000,2020-03-31T20:00:00,Tuesday,6401.9,6680.0,6157.0,6624.8,62.96916494
1585785600000,2020-04-01T20:00:00,Wednesday,6624.8,7200.0,6566.9,6776.5,110.32802921
1585872000000,2020-04-02T20:00:00,Thursday,6776.5,7042.1,6607.9,6766.9,30.50242693
1585958400000,2020-04-03T20:00:00,Friday,6766.9,6967.1,6670.3,6871.6,27.86905677
1586044800000,2020-04-04T20:00:00,Saturday,6871.6,6886.4,6671.6,6774.7,36.15298132
1586131200000,2020-04-05T20:00:00,Sunday,6774.7,7343.8,6000.0,7339.8,141.73928309
1586217600000,2020-04-06T20:00:00,Monday,7339.8,7449.5,7078.0,7195.6,99.41108186
1586304000000,2020-04-07T20:00:00,Tuesday,7195.6,8750.0,7166.0,7369.7,88.80446233
1586390400000,2020-04-08T20:00:00,Wednesday,7369.7,7413.6,7122.8,7317.7,31.25265174
1586476800000,2020-04-09T20:00:00,Thursday,7317.7,7317.7,6728.2,6859.6,69.90471782
1586563200000,2020-04-10T20:00:00,Friday,6859.6,6940.3,6762.4,6856.2,46.80039898
1586649600000,2020-04-11T20:00:00,Saturday,6856.2,7180.0,6785.0,6900.0,79.73514993
1586736000000,2020-04-12T20:00:00,Sunday,6900.0,7200.0,5500.0,6823.0,125.16106092
1586822400000,2020-04-13T20:00:00,Monday,6823.0,6964.4,6771.7,6860.2,41.63762288
1586908800000,2020-04-14T20:00:00,Tuesday,6860.2,6908.6,6610.0,6627.3,44.12187619
1586995200000,2020-04-15T20:00:00,Wednesday,6627.3,7182.7,6488.4,7087.3,58.42971725
1587081600000,2020-04-16T20:00:00,Thursday,7087.3,7145.3,6992.1,7051.8,58.37535223
1587168000000,2020-04-17T20:00:00,Friday,7051.8,7271.9,7040.2,7243.2,121.73754595
1587254400000,2020-04-18T20:00:00,Saturday,7243.2,7243.2,7025.3,7126.4,37.13532215
1587340800000,2020-04-19T20:00:00,Sunday,7126.4,7201.4,6766.0,6848.6,122.39594572
1587427200000,2020-04-20T20:00:00,Monday,6848.6,6929.2,6772.9,6848.4,46.86129789
1587513600000,2020-04-21T20:00:00,Tuesday,6848.4,7153.8,6820.9,7110.3,70.57644055
1587600000000,2020-04-22T20:00:00,Wednesday,7130.0,7738.6,7028.5,7450.0,120.91010564
1587686400000,2020-04-23T20:00:00,Thursday,7450.0,7606.2,7360.6,7491.4,120.45958553
1587772800000,2020-04-24T20:00:00,Friday,7491.4,7688.0,7461.0,7541.3,49.50024032
1587859200000,2020-04-25T20:00:00,Saturday,7545.0,7701.0,7494.7,7685.0,54.78964094
1587945600000,2020-04-26T20:00:00,Sunday,7685.0,7777.0,7625.6,7770.0,71.53824959
1588032000000,2020-04-27T20:00:00,Monday,7770.0,7770.0,7666.2,7745.9,46.22047439
1588118400000,2020-04-28T20:00:00,Tuesday,7750.1,8939.3,7733.0,8721.3,301.17016987
1588204800000,2020-04-29T20:00:00,Wednesday,8721.3,9457.7,8347.0,8620.8,233.83571334
1588291200000,2020-04-30T20:00:00,Thursday,8620.8,9058.4,8620.8,8827.4,71.986971
1588377600000,2020-05-01T20:00:00,Friday,8827.4,9006.6,8770.5,8913.1,34.55922621
1588464000000,2020-05-02T20:00:00,Saturday,8913.1,9181.0,8731.4,8887.6,79.10097087
1588550400000,2020-05-03T20:00:00,Sunday,8887.6,8943.4,8534.6,8830.6,98.8844393
1588636800000,2020-05-04T20:00:00,Monday,8830.6,9099.9,8777.0,9012.8,74.09341343
1588723200000,2020-05-05T20:00:00,Tuesday,9012.8,9392.3,8913.3,9168.5,83.27318824
1588809600000,2020-05-06T20:00:00,Wednesday,9168.5,10057.5,9037.1,9967.3,186.13510241
1588896000000,2020-05-07T20:00:00,Thursday,9967.3,10010.0,9695.2,9825.5,126.04699533
1588982400000,2020-05-08T20:00:00,Friday,9825.5,9893.9,9500.4,9533.6,126.18703700000002
1589068800000,2020-05-09T20:00:00,Saturday,9533.6,9546.6,8006.0,8724.0,369.15183817
1589155200000,2020-05-10T20:00:00,Sunday,8724.0,9150.0,7588.0,8576.5,177.98426531
1589241600000,2020-05-11T20:00:00,Monday,8576.5,8970.8,8567.8,8805.4,66.59055848
1589328000000,2020-05-12T20:00:00,Tuesday,8805.4,9400.0,8804.4,9317.7,148.73302861
1589414400000,2020-05-13T20:00:00,Wednesday,9317.7,9924.1,8500.0,9784.6,238.07550486
1589500800000,2020-05-14T20:00:00,Thursday,9784.6,9977.2,9146.5,9311.9,175.68797773
1589587200000,2020-05-15T20:00:00,Friday,9311.9,9570.6,9234.0,9380.2,97.05594618
1589673600000,2020-05-16T20:00:00,Saturday,9380.2,9888.6,9335.3,9655.7,66.97719382
1589760000000,2020-05-17T20:00:00,Sunday,9655.7,9959.6,9325.3,9717.5,92.07236015
1589846400000,2020-05-18T20:00:00,Monday,9717.5,9884.3,9488.5,9786.4,67.24820847
1589932800000,2020-05-19T20:00:00,Tuesday,9786.4,9823.4,9339.1,9541.1,87.4270808
1590019200000,2020-05-20T20:00:00,Wednesday,9541.1,9577.9,8948.8,9065.0,66.05376291
